Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
1237,36-45,High,Established,"Very Close",Established,2.50,2.20,1.41,0,0,0,Bachelor,High,Low,High,Better,Excellent,Low
1886,26-35,Medium,"Early Tenure",Moderate,New,3.25,3.00,0.66,0,0,0,College,"Very High",Medium,"Very High",Better,"Meets Expectations",None
208,26-35,Medium,Established,"Very Close",Established,2.75,2.80,0.59,0,0,0,"Below College","Very High",High,Low,Better,"Meets Expectations",Low
211,46-55,Medium,"New Hire",Close,New,2.75,2.60,0.84,0,0,0,Master,Medium,High,High,Better,"Meets Expectations",None
987,46-55,Medium,"Long Tenure",Moderate,Established,3.25,3.40,0.69,0,0,0,Master,High,High,High,Best,"Meets Expectations",None
1857,46-55,High,Established,"Very Close",Established,3.25,3.20,1.18,0,0,0,College,"Very High","Very High",High,Good,"Meets Expectations",Low
1027,26-35,Medium,"Early Tenure","Very Close",New,2.50,2.60,0.58,0,0,0,Master,Low,"Very High",Medium,Better,"Meets Expectations",Low
1827,46-55,High,Veteran,"Very Close",Established,2.75,2.60,1.42,0,0,0,Bachelor,High,Medium,High,Better,"Meets Expectations",Low
743,36-45,High,"New Hire","Very Close",New,3.50,3.40,1.08,0,0,0,Bachelor,High,High,"Very High",Best,"Meets Expectations",None
1043,36-45,High,Veteran,Far,Established,2.75,2.80,1.49,0,0,0,Bachelor,"Very High",Low,High,Better,"Meets Expectations",None
543,46-55,High,"Early Tenure","Very Close",Developing,3.25,3.00,1.09,0,0,0,Bachelor,"Very High",High,High,Better,"Meets Expectations",None
1283,56+,High,Established,Moderate,Developing,3.50,3.40,1.44,0,0,0,Master,"Very High","Very High","Very High",Good,"Meets Expectations",None
1816,26-35,High,Established,Close,New,2.25,2.40,1.33,0,0,0,Bachelor,Low,High,Medium,Better,"Meets Expectations",None
1809,36-45,Medium,Established,Close,Established,2.00,2.20,0.58,1,0,1,Master,"Very High",Low,Medium,Bad,"Meets Expectations",None
1367,46-55,High,"Early Tenure",Moderate,Developing,2.50,2.40,1.80,0,0,0,College,"Very High",Medium,Medium,Good,"Meets Expectations",None
1804,26-35,Medium,Established,"Very Close",Established,3.00,3.00,0.79,0,0,0,College,Medium,"Very High",High,Better,"Meets Expectations",Low
867,46-55,High,Established,Far,New,3.25,3.00,1.90,0,0,0,Master,High,"Very High",High,Better,Excellent,None
966,26-35,Medium,Established,"Very Close",Developing,2.75,2.80,0.92,0,1,0,Master,High,Low,High,Best,"Meets Expectations",Low
250,46-55,Medium,"Early Tenure",Moderate,Developing,2.75,3.00,0.61,0,0,0,College,"Very High",Low,High,Better,"Meets Expectations",Medium
12,36-45,High,Established,Far,Established,3.00,2.80,1.31,0,0,0,Bachelor,"Very High",High,Medium,Better,Excellent,None
20,26-35,High,Established,Far,Established,2.25,2.60,1.37,0,0,0,Master,Medium,Low,High,Better,"Meets Expectations",Low
872,18-25,Medium,"New Hire","Very Close",New,2.50,2.40,0.65,0,0,0,College,"Very High","Very High",Low,Bad,Excellent,Medium
256,26-35,High,Established,"Very Close",Established,3.00,2.80,1.31,0,0,0,"Below College","Very High",High,High,Good,"Meets Expectations",None
1298,26-35,Medium,Established,Close,Established,3.00,3.00,0.64,0,0,0,College,High,High,High,Better,"Meets Expectations",None
1775,46-55,High,"Early Tenure","Very Close",New,2.50,2.40,1.78,0,0,0,Master,Low,High,"Very High",Good,Excellent,High
261,26-35,Medium,"New Hire",Far,New,2.25,2.20,0.81,1,0,1,College,Medium,High,Low,Better,"Meets Expectations",None
880,26-35,High,"Long Tenure",Close,Long-Term,3.00,2.80,1.46,0,0,0,Bachelor,"Very High",High,Medium,Better,Excellent,Low
574,46-55,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,0.69,0,0,0,College,Low,"Very High",High,Better,"Meets Expectations",High
26,18-25,Medium,"Early Tenure",Moderate,Developing,2.50,2.80,0.55,0,0,0,College,Low,High,"Very High",Good,"Meets Expectations",Low
270,36-45,Medium,"Early Tenure",Far,New,2.75,2.80,0.72,0,0,0,College,High,High,Medium,Better,"Meets Expectations",Low
271,36-45,Medium,"New Hire","Very Close",New,3.00,3.00,0.90,0,0,0,Master,"Very High",High,Medium,Better,"Meets Expectations",None
273,36-45,Medium,Established,Far,Established,2.50,2.60,0.86,0,0,0,Bachelor,"Very High","Very High",Low,Bad,"Meets Expectations",Low
274,26-35,Medium,"New Hire","Very Close",New,2.50,2.40,0.59,0,0,0,"Below College",High,Low,High,Better,"Meets Expectations",Low
275,46-55,Medium,Established,Moderate,Established,3.00,3.00,0.93,0,0,0,Master,"Very High","Very High",Low,Better,"Meets Expectations",Medium
1736,26-35,Medium,"Early Tenure",Far,Developing,3.50,3.40,0.72,0,0,0,"Below College","Very High","Very High","Very High",Good,Excellent,None
1728,26-35,Medium,Established,Far,Established,3.00,3.00,0.94,0,0,0,Master,"Very High",High,Medium,Better,"Meets Expectations",Low
1026,36-45,High,Veteran,"Very Close",Established,3.50,3.20,1.75,0,0,0,"Below College","Very High","Very High",High,Better,"Meets Expectations",Low
1724,36-45,Medium,"New Hire",Close,New,2.00,2.20,0.89,1,0,0,College,Medium,Low,Medium,Better,"Meets Expectations",Low
292,26-35,High,"Long Tenure","Very Close",Established,3.00,2.80,1.16,0,0,0,"Below College",High,High,High,Better,Excellent,None
899,26-35,High,"Long Tenure",Far,Established,2.50,2.40,1.49,0,0,0,Bachelor,"Very High",Medium,Low,Better,"Meets Expectations",None
1389,26-35,Medium,Established,Far,Established,3.25,3.20,0.85,1,1,1,Master,"Very High",High,"Very High",Good,"Meets Expectations",Medium
1150,26-35,Medium,Established,Close,New,2.75,2.60,0.69,0,0,0,"Below College",Medium,"Very High",High,Good,"Meets Expectations",Low
1025,36-45,Medium,"New Hire",Close,New,3.00,3.00,0.69,0,0,0,College,"Very High",High,Medium,Better,"Meets Expectations",None
1363,46-55,High,Established,"Very Close",Established,3.50,3.40,1.08,0,0,0,Bachelor,"Very High","Very High",High,Better,"Meets Expectations",None
1322,36-45,Medium,Established,Moderate,Established,2.00,2.20,0.62,0,0,0,College,Low,High,Low,Better,"Meets Expectations",None
1140,26-35,Medium,"Early Tenure","Very Close",New,3.25,3.20,0.55,0,0,0,College,"Very High",High,"Very High",Good,"Meets Expectations",None
775,26-35,Medium,"New Hire",Close,New,2.25,2.40,0.70,0,0,0,Doctor,Medium,Low,High,Better,"Meets Expectations",Low
1182,26-35,High,Established,"Very Close",Developing,2.75,2.60,1.41,0,0,0,Bachelor,High,Medium,Medium,Best,"Meets Expectations",Low
1018,26-35,Medium,Established,"Very Close",Developing,3.25,3.40,0.75,0,0,0,College,"Very High","Very High",Medium,Better,"Meets Expectations",None
487,46-55,Medium,"New Hire",Close,New,3.25,3.20,0.72,0,0,0,Master,High,High,High,Best,"Meets Expectations",None
308,26-35,Medium,"Early Tenure","Very Close",Developing,3.25,2.80,0.60,0,0,0,Master,High,High,"Very High",Better,"Meets Expectations",Low
1096,46-55,High,"Early Tenure","Very Close",New,2.75,2.80,1.50,0,0,0,"Below College","Very High",Medium,Medium,Better,"Meets Expectations",Low
1007,46-55,High,Established,Close,Established,3.00,3.00,1.49,0,0,0,College,"Very High",High,Medium,Better,"Meets Expectations",Low
1514,26-35,Medium,Established,Far,Established,2.25,2.00,0.90,0,0,0,"Below College",High,Medium,Medium,Good,"Meets Expectations",Medium
1032,56+,High,"Early Tenure","Very Close",Developing,2.75,2.60,1.88,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",None
1496,36-45,High,"New Hire","Very Close",New,2.25,2.40,1.40,0,0,0,"Below College",Medium,High,Medium,Good,"Meets Expectations",None
1465,36-45,High,"Early Tenure",Far,New,3.50,3.40,1.29,0,0,0,Bachelor,Medium,"Very High","Very High",Best,"Meets Expectations",Medium
1459,26-35,High,Established,"Very Close",Established,2.25,2.60,1.02,1,0,1,Doctor,High,Medium,Low,Better,"Meets Expectations",None
1005,46-55,High,"Long Tenure",Far,Developing,3.50,3.40,1.92,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",Low
1373,56+,High,"Long Tenure",Far,Established,2.50,2.60,1.84,0,0,0,Bachelor,"Very High",Medium,Low,Better,"Meets Expectations",Low
1009,18-25,Medium,"Early Tenure",Moderate,New,3.00,2.80,0.60,0,0,0,"Below College","Very High",High,Medium,Better,"Meets Expectations",Medium
689,36-45,High,Established,"Very Close",Established,3.00,3.00,1.29,0,0,0,Bachelor,High,High,High,Better,"Meets Expectations",Low
1662,36-45,Medium,"Early Tenure","Very Close",New,3.25,3.00,0.60,0,0,0,Master,"Very High",High,High,Better,"Meets Expectations",None
1228,46-55,High,Established,"Very Close",Developing,3.25,3.20,1.01,0,0,0,Master,"Very High","Very High",High,Good,"Meets Expectations",Low
699,36-45,High,"Early Tenure",Close,New,2.50,2.40,1.21,1,0,0,College,Medium,Medium,High,Better,"Meets Expectations",Low
548,26-35,Medium,"Early Tenure","Very Close",New,3.25,2.80,0.83,0,0,0,Bachelor,High,"Very High",High,Better,Excellent,None
1654,36-45,Medium,"Early Tenure",Moderate,New,3.00,3.00,0.73,0,0,0,Bachelor,"Very High",Medium,High,Better,Excellent,None
339,26-35,Medium,"Long Tenure","Very Close",Established,2.50,2.40,0.82,0,1,0,Master,"Very High",Low,Medium,Better,"Meets Expectations",Low
1653,18-25,Medium,Established,"Very Close",Established,3.25,3.40,0.71,0,0,0,"Below College","Very High",High,High,Better,"Meets Expectations",Medium
341,36-45,Medium,"Early Tenure",Close,New,2.75,3.00,0.88,0,0,0,Master,Low,High,"Very High",Better,"Meets Expectations",Low
342,36-45,High,"New Hire",Close,New,2.25,2.40,1.38,1,0,1,Bachelor,Low,High,Medium,Better,"Meets Expectations",Medium
77,36-45,Medium,Established,"Very Close",Established,2.75,2.60,0.82,0,0,0,Master,Low,High,High,Best,"Meets Expectations",Low
1641,36-45,High,"Early Tenure",Moderate,Developing,3.25,3.20,1.09,0,0,0,Bachelor,High,"Very High","Very High",Good,"Meets Expectations",None
1638,36-45,High,"Early Tenure","Very Close",New,3.75,3.40,1.06,0,0,0,College,"Very High",High,"Very High",Best,"Meets Expectations",Low
350,18-25,Medium,"Early Tenure","Very Close",New,2.75,2.80,0.67,0,0,0,Bachelor,Low,High,"Very High",Better,"Meets Expectations",Medium
78,26-35,Medium,Established,"Very Close",Established,2.50,2.60,0.84,0,1,0,Bachelor,Low,"Very High",Medium,Better,Excellent,Low
1635,36-45,Medium,Established,"Very Close",Established,3.00,2.80,0.79,0,0,0,College,"Very High","Very High",Low,Better,"Meets Expectations",Medium
1073,36-45,High,"Long Tenure",Moderate,Established,3.00,2.80,1.21,0,0,0,Doctor,"Very High","Very High",Medium,Good,"Meets Expectations",None
85,36-45,Medium,Established,Moderate,Developing,2.50,2.40,0.89,0,0,0,Bachelor,Medium,Medium,High,Better,"Meets Expectations",None
1011,26-35,Medium,"Early Tenure","Very Close",Developing,2.50,2.60,0.57,0,0,0,"Below College",High,Low,High,Better,"Meets Expectations",Low
635,36-45,Medium,Established,"Very Close",Developing,2.00,2.20,0.88,0,0,0,Master,Medium,Medium,Medium,Good,"Meets Expectations",Low
823,36-45,Medium,Established,"Very Close",Developing,2.25,2.40,0.72,0,0,0,Bachelor,High,Medium,Low,Better,"Meets Expectations",Low
1633,36-45,Medium,Established,"Very Close",Established,2.25,2.40,0.69,0,0,0,Bachelor,Low,High,"Very High",Bad,"Meets Expectations",None
2057,26-35,High,Established,"Very Close",Established,2.00,2.20,1.36,0,0,0,Bachelor,Medium,Low,Medium,Better,"Meets Expectations",None
1631,36-45,Medium,"Early Tenure",Moderate,New,2.25,2.40,0.79,0,0,0,Bachelor,High,High,Low,Good,"Meets Expectations",High
550,46-55,Medium,Established,Moderate,Established,2.75,2.80,0.66,0,0,0,Bachelor,High,High,High,Good,"Meets Expectations",Low
2034,36-45,High,"Long Tenure",Far,Established,2.25,2.20,1.86,0,0,0,Master,Low,Medium,High,Better,Excellent,Low
920,36-45,Medium,"New Hire",Close,New,2.50,2.60,0.65,0,0,0,Bachelor,Low,Medium,High,Best,Excellent,Low
384,26-35,Medium,Established,"Very Close",Developing,1.75,2.00,0.88,0,0,0,Bachelor,High,Medium,Low,Bad,Excellent,Low
1401,46-55,High,"Early Tenure",Far,New,2.75,3.00,1.82,0,0,0,College,"Very High",High,Medium,Good,"Meets Expectations",Low
611,26-35,Medium,"Early Tenure",Moderate,New,3.50,3.40,0.58,0,0,0,Bachelor,"Very High","Very High",Medium,Best,"Meets Expectations",Medium
1628,36-45,High,"Long Tenure",Moderate,Long-Term,2.75,2.60,1.43,0,0,0,Bachelor,Low,High,"Very High",Better,"Meets Expectations",Medium
1133,36-45,High,"Long Tenure",Moderate,Established,2.25,2.40,1.07,0,0,0,Master,Low,"Very High",Low,Better,Excellent,None
98,26-35,Medium,"Long Tenure",Close,Established,3.50,3.40,0.61,0,0,0,Master,High,"Very High","Very High",Better,Excellent,None
1622,26-35,Medium,"Early Tenure",Far,New,1.75,1.60,0.67,0,0,0,Bachelor,Medium,Low,Medium,Good,Excellent,Low
518,36-45,Medium,"New Hire",Close,New,2.75,2.80,0.58,0,0,0,Master,High,Medium,"Very High",Good,"Meets Expectations",None
1618,36-45,Medium,Established,Close,Established,2.50,2.60,0.74,0,1,0,Doctor,Medium,Low,"Very High",Better,"Meets Expectations",High
1615,26-35,Medium,Established,Close,New,2.75,3.00,0.65,0,1,0,Master,High,"Very High",Low,Better,"Meets Expectations",Low
1614,36-45,Medium,"Early Tenure",Moderate,New,2.75,2.80,0.64,0,0,0,Master,High,High,Medium,Better,"Meets Expectations",Medium
581,26-35,High,"Long Tenure",Close,Established,3.25,3.20,1.46,0,0,0,"Below College",High,Medium,"Very High",Best,Excellent,Low
799,46-55,Medium,"Early Tenure",Moderate,Developing,2.50,2.60,0.75,0,0,0,Master,"Very High",Low,Medium,Better,"Meets Expectations",Medium
1126,36-45,High,Established,Far,New,2.50,2.60,1.48,0,0,0,Bachelor,High,Low,High,Better,"Meets Expectations",Low
408,46-55,Medium,"Early Tenure","Very Close",New,3.25,2.80,0.75,0,0,0,Bachelor,"Very High",Medium,"Very High",Better,"Meets Expectations",Low
2025,36-45,Medium,"Early Tenure","Very Close",New,2.75,2.80,0.70,0,0,0,College,"Very High",Medium,Medium,Better,"Meets Expectations",High
1412,26-35,High,"New Hire",Moderate,New,3.25,3.20,1.28,0,0,0,College,High,"Very High",High,Better,"Meets Expectations",None
110,26-35,Medium,"Early Tenure","Very Close",Developing,2.25,2.40,0.59,0,0,0,College,Low,Medium,High,Better,"Meets Expectations",None
803,36-45,Medium,"Long Tenure","Very Close",Long-Term,2.25,2.60,0.82,1,0,0,Master,Low,Low,"Very High",Better,"Meets Expectations",None
605,36-45,High,Established,Far,Established,2.75,2.80,1.02,0,0,0,Bachelor,"Very High",Low,"Very High",Good,Excellent,Low
112,56+,High,Established,Close,New,2.75,2.40,1.00,0,0,0,Bachelor,"Very High","Very High",Low,Good,"Meets Expectations",None
1121,26-35,High,Established,"Very Close",Established,2.50,2.60,1.05,0,0,0,Bachelor,"Very High",Medium,Medium,Good,"Meets Expectations",High
827,36-45,Medium,"Early Tenure","Very Close",New,3.75,3.40,0.83,0,0,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",Low
1997,36-45,Medium,Established,Close,Established,2.75,2.60,0.73,0,1,0,Master,Low,High,"Very High",Better,"Meets Expectations",Low
1013,46-55,High,Established,Moderate,Established,3.00,3.00,1.47,0,0,0,Bachelor,High,High,High,Better,"Meets Expectations",Low
926,18-25,Medium,"Early Tenure","Very Close",New,2.50,2.60,0.57,1,0,1,"Below College",Medium,High,Low,Best,"Meets Expectations",Low
830,26-35,Medium,"Long Tenure","Very Close",Established,3.00,2.80,0.84,0,1,0,Bachelor,High,High,High,Better,"Meets Expectations",Low
1360,56+,High,Established,Close,Established,2.50,2.40,1.37,1,0,1,Master,High,Low,"Very High",Good,"Meets Expectations",None
1294,36-45,Medium,"Long Tenure","Very Close",Long-Term,3.00,3.00,0.74,0,1,0,Master,High,Medium,"Very High",Better,"Meets Expectations",None
1573,36-45,Medium,"Early Tenure","Very Close",Developing,2.25,2.40,0.67,1,0,1,Bachelor,High,Medium,Low,Better,"Meets Expectations",Medium
1572,46-55,High,Veteran,"Very Close",Established,3.00,2.80,1.39,1,0,1,Doctor,High,"Very High",Medium,Better,"Meets Expectations",Low
1196,36-45,Medium,"Long Tenure","Very Close",Long-Term,3.00,2.80,0.89,0,0,0,Bachelor,"Very High","Very High",Medium,Good,"Meets Expectations",Low
442,26-35,High,Established,Close,Established,2.50,2.40,1.23,0,0,0,College,High,High,Low,Better,Excellent,Low
833,26-35,Medium,"New Hire","Very Close",New,2.75,2.60,0.94,0,0,0,Bachelor,High,"Very High",Medium,Good,Excellent,None
1980,46-55,Medium,"Early Tenure",Close,Developing,2.75,2.80,0.61,0,0,0,Bachelor,High,Low,"Very High",Better,"Meets Expectations",None
836,36-45,Medium,Established,Far,Established,2.50,2.60,0.61,0,1,0,Bachelor,Medium,Medium,"Very High",Good,"Meets Expectations",Low
601,36-45,High,"Long Tenure",Close,Long-Term,2.75,2.80,1.81,0,0,0,Bachelor,Medium,High,High,Better,"Meets Expectations",None
1966,26-35,High,"New Hire","Very Close",New,3.25,3.00,1.33,0,0,0,Master,"Very High","Very High",Medium,Better,Excellent,None
725,26-35,High,Established,"Very Close",Established,2.75,2.80,1.02,0,0,0,College,High,Low,"Very High",Better,"Meets Expectations",None
1545,26-35,Medium,"Early Tenure",Far,New,3.25,3.00,0.59,0,0,0,Bachelor,"Very High",Medium,"Very High",Better,"Meets Expectations",None
2064,26-35,Medium,Established,"Very Close",Developing,2.25,2.60,0.84,1,0,0,Bachelor,Medium,Medium,Medium,Better,Excellent,Low
524,26-35,Medium,"Long Tenure",Close,Long-Term,1.50,1.80,0.59,0,0,0,College,Medium,Low,Medium,Bad,"Meets Expectations",Low
623,36-45,High,Established,"Very Close",New,3.50,3.40,1.03,0,0,0,Bachelor,Medium,"Very High","Very High",Best,"Meets Expectations",None
460,36-45,Medium,Established,"Very Close",Developing,3.25,3.20,0.87,0,0,0,College,"Very High","Very High",High,Good,"Meets Expectations",Medium
170,46-55,Medium,"Long Tenure",Moderate,Long-Term,2.25,2.40,0.90,0,1,0,Master,High,Low,High,Good,"Meets Expectations",None
462,26-35,High,"Long Tenure",Close,Established,3.00,3.00,0.98,0,0,0,Master,High,"Very High",High,Good,"Meets Expectations",None
1936,36-45,Medium,Established,Close,Established,2.25,2.40,0.71,0,1,0,College,Low,Low,"Very High",Better,Excellent,Low
464,26-35,High,"Long Tenure","Very Close",Long-Term,3.00,3.00,1.11,0,0,0,Master,High,Medium,"Very High",Better,"Meets Expectations",None
1525,36-45,High,"New Hire",Close,New,2.75,2.80,1.15,0,0,0,Bachelor,Medium,Medium,"Very High",Better,"Meets Expectations",None
466,36-45,Medium,"Early Tenure",Close,New,3.25,3.00,0.83,0,0,0,Bachelor,"Very High",Medium,"Very High",Better,"Meets Expectations",None
1084,26-35,High,Established,Moderate,New,2.25,2.40,1.36,0,0,0,Bachelor,High,Low,High,Good,"Meets Expectations",Low
1245,46-55,High,"Early Tenure","Very Close",Developing,2.25,2.40,1.44,0,0,0,Master,"Very High",High,Low,Bad,"Meets Expectations",Low
254,46-55,"Very High",Veteran,Moderate,Long-Term,3.00,3.20,1.17,0,0,0,Master,High,Medium,"Very High",Better,"Meets Expectations",None
1128,36-45,"Very High","Long Tenure",Moderate,Established,2.75,2.60,1.22,0,0,0,Bachelor,High,High,Low,Best,"Meets Expectations",None
1655,46-55,"Very High","Early Tenure",Far,New,2.00,2.20,1.02,0,0,0,Master,Low,Medium,Medium,Better,"Meets Expectations",Medium
1656,46-55,High,"Long Tenure",Moderate,Long-Term,2.75,2.60,0.83,0,0,0,Doctor,"Very High",Low,High,Better,"Meets Expectations",High
1666,36-45,"Very High","Long Tenure",Moderate,Long-Term,2.50,2.40,1.10,0,0,0,College,High,High,Low,Better,Excellent,Low
997,46-55,"Very High","Early Tenure","Very Close",Developing,3.25,3.20,1.09,0,0,0,College,"Very High","Very High",High,Good,Excellent,Low
28,26-35,High,"Long Tenure",Close,Long-Term,2.25,2.40,0.75,0,0,0,Master,Low,Medium,High,Better,"Meets Expectations",None
1719,36-45,"Very High",Veteran,Far,Established,3.00,2.80,1.04,0,0,0,College,"Very High",Medium,High,Better,"Meets Expectations",None
1770,46-55,"Very High","New Hire","Very Close",New,2.25,2.20,1.19,0,0,0,Bachelor,High,Low,Medium,Better,"Meets Expectations",High
1166,36-45,High,"Long Tenure",Close,Long-Term,2.50,2.60,0.84,0,0,0,Master,Medium,High,High,Good,"Meets Expectations",None
